FUT1 ANXA7 0.191333710908
PMAIP1 FUT1 0.0299351456201
PLEKHM1 FUT1 0.0390898410943
SOCS2 FUT1 0.0437696256379
UBE2C FUT1 0.0732636104237
RTN2 FUT1 0.0834897459066
PTK2B FUT1 0.112471559042
ARNT2 FUT1 0.372684387252
SNX13 FUT1 0.514043632249
ZNF395 ARNT2 0.0483010803169
EXT1 ARNT2 0.101715277622
TESK1 ARNT2 0.691251275453
NIT1 EXT1 0.0806552464808
SUPV3L1 EXT1 0.0842927312334
MEST EXT1 0.149798950578
TESK1 EXT1 0.654758903751
PLA2G4A MEST 0.0256736823467
CTNND1 MEST 0.0345792407819
PAFAH1B1 MEST 0.0370501074263
TRAPPC6A MEST 0.0438516211093
BUB1B MEST 0.0439266853236
ACAA1 MEST 0.0533530912014
STAT3 MEST 0.0650003876607
RAI14 MEST 0.0854214374266
PAPD7 MEST 0.0981094989068
EXT1 MEST 0.244128265537
FUT1 MEST 0.456372216709
GRN ACAA1 0.058923750629
TSEN2 ACAA1 0.335546599734
CASP10 ACAA1 0.381271757827
CSNK1A1 ACAA1 0.722152691161
PSRC1 BUB1B 0.084239026121
HTATSF1 BUB1B 0.0867662116896
ANO10 BUB1B 0.0908660418479
MEST BUB1B 0.151867551736
NCAPD2 BUB1B 0.166697760587
PSMD4 BUB1B 0.176304951019
DNMT1 BUB1B 0.372389888841
KCNK1 ANO10 0.0599420589829
PRCP ANO10 0.0787795255124
MAN2B1 ANO10 0.12068547923
UBE2A ANO10 0.179867978506
BUB1B ANO10 0.224047936395
CALU ANO10 0.262279305951
CDK2 ANO10 0.267684378643
CD40 CALU 0.0529600881108
MYCBP CALU 0.0981232602464
TGFB3 CALU 0.12546656454
LIPA CALU 0.153968378018
KDELR2 CALU 0.167481887009
CD40 CASP10 0.139070108132
FZD1 CASP10 0.210385581091
TPM1 CD40 0.0316806357268
TESK1 CD40 0.0349091491699
PLEKHM1 CD40 0.0380292206053
FZD1 CD40 0.0771350355306
PAICS CD40 0.087684877961
CCNF CD40 0.14634875984
ARNT2 CD40 0.399586465711
SNX13 CCNF 0.0545286119845
MAPK1IP1L CCNF 0.0612742165922
USP7 CCNF 0.0764213438333
TES CCNF 0.106571515083
CHEK2 CCNF 0.14061605182
YKT6 CCNF 0.71407048283
HTATSF1 CDK2 0.081677559506
RAE1 CDK2 0.143673145561
CDC45 CDK2 0.220668084317
DNMT1 CDK2 0.391832990589
SACM1L CDC45 0.0330052953307
NCAPD2 CDC45 0.0946961070129
REEP5 CDC45 0.238498787244
MYBL2 CDC45 0.395432523866
CLTC CDC45 0.417536364423
COASY CHEK2 0.0416578612038
NIT1 CHEK2 0.0565236664871
PIK3CA CHEK2 0.0981505321958
TOP2A CHEK2 0.31751544806
PLA2G15 CLTC 0.0448938712115
HDAC2 CLTC 0.058532773264
SKIV2L CLTC 0.0818367809827
SNX11 CLTC 0.101481452249
PPOX CLTC 0.198365463522
COPB2 CLTC 0.544931867077
HK1 COASY 0.0786090526187
MAPK9 COASY 0.10248811766
ATP6V0B COASY 0.178943213467
RPL39L COASY 0.301878901041
CHEK2 COASY 0.328820285736
PIK3CA COASY 0.783171522496
PTPRF ATP6V0B 0.0622207839107
IFRD2 ATP6V0B 0.0643980146583
RPN1 ATP6V0B 0.141123990311
ALDOA ATP6V0B 0.156873243623
IER3 ATP6V0B 0.166790511605
TOMM34 ATP6V0B 0.167129101622
RAE1 ATP6V0B 0.4421197314
SKP1 ALDOA 0.0478558530943
TATDN2 ALDOA 0.0550433111533
PGM1 ALDOA 0.0593165585712
SPAG4 ALDOA 0.0706408835424
RALB ALDOA 0.0912506317006
EIF4EBP1 ALDOA 0.107767727249
HK1 ALDOA 0.120799082125
MYCBP ALDOA 0.135092768191
EPHA3 ALDOA 0.141987407228
FKBP4 ALDOA 0.17591930673
PIK3CA ALDOA 0.349675970563
PHKB COPB2 0.0865410496413
ARFIP2 COPB2 0.127805883385
RSU1 COPB2 0.127977223407
MAP3K4 COPB2 0.140351884533
CLTC COPB2 0.391909927445
MAN2B1 COPB2 0.431296607362
PUF60 ARFIP2 0.0230981466049
PRR15L ARFIP2 0.0241851110417
H2AFV ARFIP2 0.0253441794372
ST7 ARFIP2 0.0268122896651
RNMT ARFIP2 0.0318274798257
NCAPD2 ARFIP2 0.0396191873661
ATP1B1 ARFIP2 0.0431620460583
SKIV2L ARFIP2 0.0544938574845
PRUNE ARFIP2 0.0554087222888
MTFR1 ARFIP2 0.0744244713689
FUT1 ARFIP2 0.2226393454
COPB2 ARFIP2 0.245273591118
BUB1B ATP1B1 0.139596005179
PTPRC ATP1B1 0.142605493755
MMP2 ATP1B1 0.183360690209
CLTC ATP1B1 0.202918390209
STK10 ATP1B1 0.476122304223
CSNK2A2 CSNK1A1 0.0400141991364
TFAP2A CSNK1A1 0.0725947074002
SPTAN1 CSNK1A1 0.0831176006822
TBP CSNK1A1 0.0939965042571
ACAA1 CSNK1A1 0.162499154613
BUB1B CSNK1A1 0.20334315917
TCERG1 CSNK1A1 0.29926395622
PTPRF CSNK2A2 0.0460456964288
TMEM2 CSNK2A2 0.0483544870432
HK1 CSNK2A2 0.0575422017753
CORO1A CSNK2A2 0.059570660065
H2AFV CSNK2A2 0.0919552669124
CCNA2 CSNK2A2 0.123453821045
ZNF395 CSNK2A2 0.155734238122
FUT1 CSNK2A2 0.476522330245
AURKA CCNA2 0.0297736254925
ELAVL1 CCNA2 0.0309419882639
MAP3K4 CCNA2 0.0460437639208
CAMSAP2 CCNA2 0.0631470139301
VGLL4 CCNA2 0.0929588274904
SMC4 CCNA2 0.0948152175807
BIRC5 CCNA2 0.496713135352
BIRC5 AURKA 0.0295143392347
MALT1 AURKA 0.0586818903822
NIT1 AURKA 0.0712548154718
KIAA0355 AURKA 0.0933897487206
CCNB2 AURKA 0.174454068769
CCNA2 AURKA 0.449921570199
BCL7B BIRC5 0.0225645295575
KDELR2 BIRC5 0.0298057317529
DCTD BIRC5 0.0326529264295
CPSF4 BIRC5 0.0472136373905
UBQLN2 BIRC5 0.0553697778935
POP4 BIRC5 0.0559947086399
YKT6 BIRC5 0.0836813408955
PTPN1 BIRC5 0.0951013322343
CCNA2 BIRC5 0.539701702084
NUDCD3 BCL7B 0.0414032487918
POP4 BCL7B 0.0429651488839
ZNF395 BCL7B 0.0508592147072
MRPL12 BCL7B 0.062333856068
NCK2 BCL7B 0.0917519004173
TLE1 BCL7B 0.13445124921
HDAC2 BCL7B 0.151247487291
RAE1 BCL7B 0.221180631562
RPA1 CAMSAP2 0.0358924935687
DUSP11 CAMSAP2 0.0369065389702
HPRT1 CAMSAP2 0.0733437933716
FUT1 CAMSAP2 0.0906498579629
TESK1 CAMSAP2 0.360441559889
BIRC5 CCNB2 0.164574067109
PPP2R3C CCNB2 0.197294826419
KIF20A CCNB2 0.844754129539
SCCPDH CORO1A 0.134161825301
TEX10 CORO1A 0.168016337481
