CASK EGFR 0.222893427823
RFX5 EGFR 0.334371344629
FOSL1 EGFR 0.339930909508
MYC EGFR 0.45337643023
RHEB CASK 0.250402891135
COPB2 CASK 0.263287565162
CLTC COPB2 0.391909927445
MAN2B1 COPB2 0.431296607362
COPB2 CLTC 0.544931867077
DRAP1 FOSL1 0.27674681716
STX1A FOSL1 0.348838800727
HDAC2 DRAP1 0.314622482937
FOSL1 DRAP1 0.392501134531
PAICS HDAC2 0.343416761667
HACD3 MAN2B1 0.347178245195
PLA2G15 MAN2B1 0.577658456691
ELAVL1 HACD3 0.212774869801
TFDP1 HACD3 0.636638370178
RHOA ELAVL1 0.206698905086
PAICS ELAVL1 0.640960009747
TXNRD1 MYC 0.278029405128
HIST2H2BE MYC 0.54695978657
PLA2G4A HIST2H2BE 0.244117594165
TRAPPC6A HIST2H2BE 0.497458062585
CDK4 PAICS 0.369303435894
PAICS CDK4 0.455793178606
LGMN PLA2G15 0.665575371275
BCL2 LGMN 0.241412457981
TLK2 LGMN 0.305956667566
PLA2G15 LGMN 0.681094249873
NISCH BCL2 0.215543450665
SPAG7 BCL2 0.359134316057
SLC35A3 NISCH 0.349307905057
GTF2A2 NISCH 0.409522773899
HDAC2 GTF2A2 0.23500547767
POP4 GTF2A2 0.355966773163
TESK1 PLA2G4A 0.228139642993
ARNT2 PLA2G4A 0.277204519516
TESK1 ARNT2 0.691251275453
CCNA2 POP4 0.340416182907
GTF2A2 POP4 0.673106587444
BIRC5 CCNA2 0.496713135352
CCNA2 BIRC5 0.539701702084
EGFR RFX5 0.357484456985
SACM1L RFX5 0.381218037955
TM9SF2 RFX5 0.606926268229
PSMD4 RHEB 0.20219787846
KIAA0196 RHEB 0.244093501641
CDK7 RHEB 0.4675528247
RHEB CDK7 0.308378293813
DNTTIP2 CDK7 0.4391608632
SLC27A3 DNTTIP2 0.445503139214
JMJD6 DNTTIP2 0.684237489476
DNAJB1 JMJD6 0.236970022914
DNTTIP2 JMJD6 0.543458443374
CSRP1 DNAJB1 0.216393543788
HSPA1A DNAJB1 0.402657249889
RAE1 DNAJB1 0.456863504915
PCMT1 CSRP1 0.246860083337
DNAJB1 HSPA1A 0.394318750825
PCK2 HSPA1A 0.512687858104
DRAP1 KIAA0196 0.260504656183
PAPD7 KIAA0196 0.715499788875
ARNT2 PAPD7 0.293472558932
FUT1 PAPD7 0.335601072271
ARNT2 FUT1 0.372684387252
SNX13 FUT1 0.514043632249
RALB PCK2 0.222170134638
ARNT2 PCK2 0.273310147703
HSPA1A PCK2 0.392636819618
